vid_dir,paired_vid_dir,output_dir
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04547/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04437/00002.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04437/00002_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04689/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01838/00126.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01838/00126_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04705/00408.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04689/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04689/00005_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04736/00083.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03713/00249.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03713/00249_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04820/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05980/00143.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05980/00143_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04939/00174.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04374/00032.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04374/00032_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05106/00078.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05252/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05252/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05231/00149.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00707/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00707/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05235/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00371/00099.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00371/00099_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05251/00033.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00460/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00460/00005_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05252/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00577/00010.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00577/00010_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05980/00143.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00568/00384.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00568/00384_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00018/00181.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00560/00041.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id00560/00041_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00020/00206.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id05383/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id05383/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00021/00010.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06535/00183.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06535/00183_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00029/00288.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00740/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id00740/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00049/00118.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04691/1.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id04691/1_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00052/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01204/00092.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id01204/00092_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00060/00307.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id03168/03168.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id03168/03168_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00062/00278.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06470/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06470/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00087/00002.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id07102/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id07102/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00088/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02561/02561.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id02561/02561_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00169/00021.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01212/00183.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id01212/00183_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00179/00143.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02365/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id02365/00028_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00184/00241.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04111/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id04111/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00243/00037.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id07338/00003.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id07338/00003_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00264/00257.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04774/00032.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id04774/00032_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00345/00243.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id03965/00051.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id03965/00051_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00529/00409.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id05332/00065.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id05332/00065_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00696/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06467/00010.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06467/00010_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00708/00043.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01589/00017.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id01589/00017_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00775/00092.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id03889/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id03889/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00777/00160.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00126/00173.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id00126/00173_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00943/00304.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id05743/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id05743/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00945/00107.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00056/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id00056/00028_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00971/00253.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00863/00069.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id00863/00069_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01035/00012.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04789/002121.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id04789/002121_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01042/00154.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id08652/00006.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id08652/00006_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01044/00336.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id08299/00110.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id08299/00110_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01048/00160.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02332/00055.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id02332/00055_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01096/00037.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06878/00001.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06878/00001_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01105/00083.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06591/00021.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06591/00021_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01124/00063.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04222/00078.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id04222/00078_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01163/00195.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04687/00066.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id04687/00066_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01168/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01683/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id01683/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01172/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06776/00021.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06776/00021_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01175/00025.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06152/06152.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06152/06152_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01182/00167.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id08613/00074.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id08613/00074_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01192/00217.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02493/00073.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id02493/00073_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01201/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04726/00245.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id04726/00245_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01210/00283.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id09053/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id09053/00005_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01211/00023.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id09143/00056.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id09143/00056_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01239/00280.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id05479/05479.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id05479/05479_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id03525/00048.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id03028/00466.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id03028/00466_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id03668/00143.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02553/00043.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id02553/00043_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id03678/00078.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06594/00002.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06594/00002_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id03757/00149.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04884/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id04884/00028_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04034/00009.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06269/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06269/00005_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04073/00021.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00597/00019.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id00597/00019_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04216/00470.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06807/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06807/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04219/00130.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id05268/00010.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id05268/00010_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04221/00053.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01215/00001.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id01215/00001_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00025/00025.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id06158/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id06158/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00097/00162.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id01451/00099.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id01451/00099_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00098/00004.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id05620/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id05620/00005_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00100/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id04144/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id04144/00028_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00145/00043.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id00566/00032.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id00566/00032_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00180/00206.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id09174/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id09174/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00190/00072.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id03379/00032.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id03379/00032_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00231/00037.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id05844/00072.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id05844/00072_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00261/00048.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id00363/00014.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id00363/00014_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00272/00195.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id07739/00019.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id07739/00019_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00291/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id00582/00006.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id00582/00006_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00381/00030.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id06060/00219.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id06060/00219_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00383/00171.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id06065/00160.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id06065/00160_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00385/00439.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id02587/00020.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id02587/00020_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00398/00016.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id00935/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id00935/00005_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00418/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id00763/00074.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id00763/00074_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00428/00017.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id08397/00167.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id08397/00167_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00431/00039.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id00430/00209.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id00430/00209_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00458/00072.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id08819/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id08819/00052_fake_sync.wav
